193686,773,822,3063,0
193696,762,819,2993,0
193707,820,819,2969,0
193717,897,821,3044,0
193727,882,822,3105,0
193737,844,821,3068,0
193747,746,821,3125,0
193758,771,821,3116,0
193768,788,819,2977,0
193778,883,820,3044,0
193788,893,822,3021,0
193798,866,822,2983,0
193808,877,822,3004,0
193819,882,824,3006,0
193829,803,825,2957,0
193839,779,823,2932,0
193849,739,822,3046,0
193859,765,822,3021,0
193870,849,821,2937,0
193880,866,822,2966,0
193890,869,823,2946,0
193900,821,823,2946,0
193910,763,822,2978,0
193921,784,822,2974,0
193931,834,823,2934,0
193941,903,823,2956,0
193951,888,824,3025,0
193961,821,825,2918,0
193971,772,823,2894,0
193982,749,821,2921,0
193992,771,822,2847,0
194002,910,824,2962,0
194012,867,823,2945,0
194022,883,825,2971,0
194033,831,826,2933,0
194043,762,824,2939,0
194053,781,823,2970,0
194063,786,824,2932,0
194073,905,825,3039,0
194084,886,825,3054,0
194094,824,826,2970,0
194104,781,826,2950,0
194114,743,824,2963,0
194124,773,823,3005,0
194134,775,823,2950,0
194145,765,821,2952,0
194155,894,822,2992,0
194165,870,823,2988,0
194175,882,825,3013,0
194185,840,824,2910,0
194196,755,823,2983,0
194206,772,823,2970,0
194216,825,822,2841,0
194226,898,823,2927,0
194236,887,825,2943,0
194247,810,824,2943,0
194257,775,823,2957,0
194267,769,822,2978,0
194277,807,823,2911,0
194287,778,821,2814,0
195551,771,821,2817,0
195561,772,821,2799,0
195572,797,821,2809,0
195582,879,821,2769,0
195592,879,820,2764,0
195602,841,820,2761,0
195612,765,821,2719,0
195623,770,821,2721,0
195633,785,821,2724,0
195643,893,821,2747,0
195653,895,821,2751,0
195663,832,820,2720,0
195674,902,821,2777,0
195684,869,821,2753,0
195694,807,821,2751,0
195704,777,821,2754,0
195714,754,821,2717,0
195724,766,821,2715,0
195735,792,820,2715,0
195745,880,820,2740,0
195755,875,820,2751,0
195765,809,820,2753,0
195775,761,820,2756,0
195786,770,820,2776,0
195796,774,819,2808,0
195806,897,819,2792,0
195816,874,818,2764,0
195826,835,819,2767,0
195837,805,819,2733,0
195847,754,819,2722,0
195857,767,819,2729,0
195867,829,818,2592,0
195877,877,818,2610,0
195887,893,818,2634,0
195898,860,819,2659,0
195908,821,820,2603,0
195918,777,820,2609,0
195928,774,819,2626,0
195938,831,818,2505,0
195949,876,818,2484,0
195959,882,819,2550,0
195969,836,820,2529,0
195979,762,820,2486,0
195989,774,820,2485,0
195999,795,821,2460,0
196010,852,822,2422,0
196020,904,822,2448,0
196030,860,822,2433,0
196040,832,821,2375,0
196050,761,820,2429,0
196061,743,820,2457,0
196071,780,820,2446,0
196081,837,820,2450,0
196091,890,820,2430,0
196101,868,820,2394,0
196112,798,819,2401,0
196122,763,819,2421,0
196132,761,819,2435,0
196142,836,819,2438,0
196152,804,820,2412,0
197416,732,819,2501,0
197426,770,819,2504,0
197437,800,819,2502,0
197447,863,819,2475,0
197457,888,819,2494,0
197467,832,819,2489,0
197477,786,819,2458,0
197488,769,819,2460,0
197498,764,819,2491,0
197508,862,818,2431,0
197518,906,819,2460,0
197528,884,820,2527,0
197539,890,819,2497,0
197549,838,819,2462,0
197559,796,819,2468,0
197569,762,818,2493,0
197579,770,819,2462,0
197589,812,819,2416,0
197600,857,820,2425,0
197610,885,821,2435,0
197620,853,820,2403,0
197630,771,820,2441,0
197640,762,820,2440,0
197651,771,820,2438,0
197661,870,821,2442,0
197671,903,821,2458,0
197681,838,821,2416,0
197691,919,822,2570,0
197702,851,823,2578,0
197712,798,824,2508,0
197722,782,824,2483,0
197732,768,823,2534,0
197742,790,821,2504,0
197752,899,821,2519,0
197763,869,822,2530,0
197773,859,822,2553,0
197783,789,822,2538,0
197793,770,822,2544,0
197803,786,822,2564,0
197814,789,820,2533,0
197824,909,821,2599,0
197834,888,822,2669,0
197844,822,823,2608,0
197854,783,823,2595,0
197865,753,822,2664,0
197875,777,821,2682,0
197885,888,820,2643,0
197895,888,821,2691,0
