3611255,738,716,17
3611265,720,716,17
3611275,717,716,17
3611285,723,716,17
3611296,713,716,17
3611306,720,716,17
3611316,720,716,17
3611326,712,716,17
3611337,722,716,17
3611347,713,716,17
3611357,720,716,17
3611367,721,716,17
3611377,709,716,18
3611388,718,716,18
3611398,715,716,17
3611408,714,716,17
3611418,721,716,17
3611428,709,716,18
3611439,718,716,18
3611449,717,716,17
3611459,713,716,17
3611469,720,716,18
3611479,710,716,18
3611490,719,716,18
3611500,721,716,18
3611510,711,716,18
3611520,721,716,18
3611530,714,716,18
3611541,718,716,18
3611551,720,716,18
3611561,712,716,18
3611571,720,716,18
3611581,716,716,18
3611592,714,716,18
3611602,721,716,18
3611612,712,716,18
3611622,719,716,18
3611633,721,716,18
3611643,713,716,18
3611653,720,716,18
3611663,712,716,18
3611673,716,716,18
3611684,719,716,18
3611694,709,716,18
3611704,721,716,18
3611714,713,716,18
3611724,714,716,18
3611735,720,716,18
3611745,710,716,19
3611755,720,716,19
3611765,719,716,19
3611775,712,716,19
3611786,720,716,19
3611796,713,716,19
3611806,717,716,19
3611816,720,716,19
3611826,712,716,19
3611837,720,716,19
3611847,713,716,19
3611857,717,716,19
3611867,721,716,19
3611877,709,716,19
3611888,719,716,19
3611898,715,716,19
3611908,716,716,19
3611918,722,716,19
3611929,713,716,19
3611939,719,716,19
3611949,718,716,18
3611959,713,716,18
3611969,720,716,19
3611980,711,716,19
3611990,717,716,19
3612000,718,716,18
3612010,711,716,19
3612020,719,716,19
3612031,713,716,19
3612041,716,716,18
3612051,721,716,18
3612061,710,716,19
3612071,721,716,19
3612082,717,716,18
3612092,715,716,18
3612102,721,716,18
3612112,712,716,19
3612122,718,716,18
3612133,719,716,18
3612143,712,716,18
3612153,720,716,18
3612163,712,716,18
3612173,716,716,18
3612184,720,716,18
3612194,710,716,18
3612204,719,716,18
3612214,714,716,18
3612225,715,716,18
3612235,720,716,18
3612245,711,716,18
3612255,718,716,18
3612265,718,716,18
3612276,712,716,18
3612286,721,716,18
3612296,711,716,18
3612306,718,716,18
3612316,721,716,18
3612327,708,716,19
3612337,721,716,19
3612347,715,716,19
3612357,718,716,19
3612367,721,716,19
3612378,710,716,19
3612388,720,716,19
3612398,717,716,19
3612408,716,716,19
3612418,720,716,19
3612429,711,716,19
3612439,720,716,19
3612449,720,716,19
3612459,713,716,19
3612470,720,716,19
3614959,731,716,17
3614969,723,716,17
3614979,712,716,17
3614990,719,716,17
3615000,719,716,17
3615010,711,716,17
3615020,718,716,17
3615030,713,716,17
3615041,716,716,16
3615051,722,716,17
3615061,711,716,17
3615071,720,716,17
3615081,717,716,16
3615092,715,716,16
3615102,722,716,17
3615112,709,716,17
3615122,719,716,17
3615132,718,716,16
3615143,712,716,17
3615153,720,716,17
3615163,711,716,17
3615173,716,716,17
3615183,719,716,16
3615194,712,716,16
3615204,719,716,16
3615214,715,716,16
3615224,715,716,16
3615234,721,716,16
3615245,710,716,16
3615255,719,716,16
3615265,718,716,16
3615275,712,716,16
3615286,721,716,16
3615296,710,716,17
3615306,717,716,17
3615316,720,716,17
3615326,710,716,17
3615337,720,716,17
3615347,712,716,17
3615357,717,716,17
3615367,720,716,17
3615377,711,716,17
3615388,719,716,17
3615398,717,716,16
3615408,713,716,16
3615418,720,716,16
3615428,710,716,17
3615439,717,716,16
3615449,720,716,16
3615459,712,716,16
3615469,719,716,16
3615479,709,716,17
3615490,716,716,16
3615500,720,716,17
3615510,709,716,17
3615520,720,716,17
3615530,715,716,17
3615541,716,716,17
3615551,721,716,17
3615561,710,716,17
3615571,718,716,17
3615582,716,716,16
3615592,713,716,16
3615602,721,716,17
3615612,711,716,17
3615622,719,716,17
3615633,719,716,17
3615643,712,716,17
3615653,721,716,17
3615663,713,716,17
3615673,716,716,17
3615684,719,716,17
3615694,710,716,17
3615704,721,716,17
3615714,714,716,17
3615724,713,716,17
3615735,720,716,17
3615745,711,716,17
3615755,718,716,17
3615765,718,716,17
3615775,712,716,17
3615786,721,716,17
3615796,711,716,17
3615806,717,716,17
3615816,718,716,17
3615827,709,716,17
3615837,720,716,17
3615847,714,716,17
3615857,723,716,17
3615867,720,716,17
3615878,710,716,18
3615888,720,716,18
3615898,717,716,17
3615908,714,716,17
3615918,720,716,17
3615929,710,716,18
3615939,718,716,18
3615949,719,716,18
3615959,709,716,18
3615969,719,716,18
3615980,711,716,18
3615990,716,716,18
3616000,719,716,18
3616010,711,716,18
3616020,720,716,18
3616031,716,716,17
3616041,715,716,17
3616051,720,716,17
3616061,711,716,17
3616071,718,716,17
3616082,717,716,17
3616092,711,716,17
3616102,722,716,17
3616112,711,716,17
3616123,717,716,17
3616133,719,716,17
3616143,711,716,17
3616153,720,716,17
3616163,713,716,17
3616174,716,716,17
3618663,733,716,18
3618673,719,716,17
3618683,719,716,17
3618694,709,716,18
3618704,720,716,18
3618714,718,716,17
3618724,715,716,17
3618734,720,716,18
