757604,968,971,20,5
757614,955,971,21,5
757625,970,971,21,5
757635,958,971,22,5
757645,963,971,22,5
757655,963,971,22,5
757665,958,971,23,5
757676,972,971,23,5
757686,961,971,23,5
757696,966,971,23,5
757706,967,971,23,5
757716,960,971,23,5
757726,971,971,23,5
757737,963,971,24,5
757747,966,971,24,5
757757,970,971,24,5
757767,964,971,23,5
757777,973,971,23,5
757788,963,971,24,5
757798,966,971,24,5
757808,973,971,24,5
757818,963,971,24,5
757828,972,971,24,5
757839,965,971,24,5
757849,963,971,24,5
757859,975,971,24,5
757869,966,971,25,5
757879,970,971,25,5
757889,966,971,25,5
757900,965,971,25,5
757910,974,971,25,5
757920,966,971,25,5
757930,969,971,25,5
757940,972,971,25,5
757951,967,971,25,5
757961,976,971,25,5
757971,967,970,26,5
757981,970,970,26,5
757991,974,970,25,5
758002,965,970,25,5
758012,972,970,25,5
758022,968,970,25,5
758032,969,970,25,5
758042,976,970,25,5
758052,965,970,26,5
758063,974,970,26,5
758073,969,970,25,5
758083,966,970,26,5
758093,977,970,26,5
758103,968,970,26,5
758114,973,970,26,5
758124,973,970,25,5
758134,966,970,25,5
758144,976,970,25,5
758154,968,970,25,5
758165,972,970,25,5
758175,974,970,25,5
758185,967,970,25,5
758195,975,970,25,5
758205,967,970,25,5
758215,972,970,25,5
758226,975,970,25,5
758236,968,970,25,5
758246,975,970,25,5
758256,971,970,24,5
758266,971,970,24,5
758277,976,970,24,5
758287,968,970,24,5
758297,974,970,24,5
758307,972,970,24,5
758317,968,970,24,5
758328,977,970,24,5
758338,968,970,24,5
758348,972,970,24,5
758358,975,970,24,5
758368,969,970,24,5
758379,976,970,24,5
758389,974,970,24,5
758399,969,970,24,5
758409,976,970,23,5
758419,965,970,24,5
758429,976,970,24,5
758440,971,970,23,5
758450,969,970,23,5
758460,977,970,23,5
758470,967,970,23,5
758480,974,970,23,5
758491,973,970,23,5
758501,970,970,23,5
758511,977,970,23,5
758521,968,970,23,5
758531,973,970,23,5
758542,977,970,23,5
758552,967,970,23,5
758562,979,970,23,5
758572,970,970,23,5
758582,971,970,23,5
758592,978,970,23,5
758603,967,970,23,5
758613,975,970,23,5
