1053030,1050,1026,1004,15
1053040,1048,1027,972,15
1053051,1043,1028,934,15
1053061,1046,1029,905,15
1053071,1046,1029,880,15
1053081,1046,1030,840,15
1053091,1048,1031,801,15
1053102,1044,1031,755,15
1053112,1048,1032,705,15
1053122,1048,1033,656,15
1053132,1044,1034,599,15
1053142,1048,1034,548,15
1053153,1045,1035,494,15
1053163,1046,1036,458,15
1053173,1048,1036,423,15
1053183,1046,1037,387,15
1053193,1049,1038,354,15
1053204,1047,1038,334,15
1053214,1047,1039,313,15
1053224,1048,1039,300,15
1053234,1047,1040,285,15
1053244,1044,1040,271,15
1053255,1048,1040,257,15
1053265,1045,1041,240,15
1053275,1049,1041,224,15
1053285,1044,1042,207,15
1053295,1046,1042,198,15
1053306,1046,1042,190,15
1053316,1044,1042,184,15
1053326,1049,1043,183,15
1053336,1046,1043,165,15
1053346,1048,1043,158,15
1053357,1048,1044,145,15
1053367,1045,1044,137,15
1053377,1047,1044,136,15
1053387,1047,1044,134,15
1053398,1046,1044,133,15
1053408,1050,1044,132,15
1053418,1046,1045,129,15
1053428,1047,1045,125,15
1053438,1048,1045,120,15
1053449,1045,1045,111,15
1053459,1049,1046,103,15
1053469,1046,1046,93,15
1053479,1049,1046,78,15
1053489,1052,1047,63,15
1053500,1047,1047,47,15
1053510,1049,1047,43,15
1053520,1046,1047,40,15
1053530,1048,1048,34,15
1053540,1048,1048,30,15
1053551,1046,1048,25,15
1053561,1048,1048,23,15
1053571,1047,1048,22,15
1053581,1047,1048,21,15
1053591,1049,1048,21,15
1053602,1046,1048,21,15
1053612,1048,1048,21,15
1053622,1049,1048,21,15
1053632,1045,1048,21,15
1053642,1050,1048,21,15
1053653,1045,1048,21,15
1053663,1048,1048,20,15
1053673,1049,1048,20,15
1053683,1046,1048,19,15
1053693,1049,1048,19,15
1053704,1047,1048,19,15
1053714,1046,1048,18,15
1053724,1050,1048,17,15
1053734,1046,1048,17,15
1053744,1049,1047,17,15
1053755,1048,1047,16,15
1053765,1045,1047,15,15
1053775,1050,1047,13,15
1053785,1046,1047,13,15
1053795,1048,1047,12,15
1053806,1050,1047,10,15
1053816,1045,1047,10,15
1053826,1050,1047,8,15
1053836,1047,1047,8,15
1053846,1047,1047,8,15
1053857,1051,1047,8,15
1053867,1044,1047,5,15
1053877,1051,1047,4,15
1053887,1048,1047,4,15
1053897,1047,1047,4,15
1053907,1051,1047,4,15
1053918,1046,1047,4,15
1053928,1049,1047,4,15
1053938,1050,1047,4,15
1053948,1046,1047,4,15
1053958,1050,1047,4,15
1053969,1045,1047,4,15
1053979,1048,1047,4,15
1053989,1051,1047,4,15
1053999,1047,1047,4,15
1054009,1051,1047,4,15
1054020,1047,1047,4,15
1054030,1049,1047,4,15
1054040,1049,1047,4,15
1054050,1044,1047,4,15
1054060,1050,1047,4,15
1054071,1047,1047,4,15
1054081,1046,1047,4,15
1054091,1049,1047,4,15
1054101,1045,1047,4,15
1054111,1050,1047,4,15
1054122,1049,1047,4,15
1054132,1046,1047,4,15
1054142,1049,1047,4,15
1054152,1047,1047,4,15
