1165473,456,454,3,10
1165483,454,454,3,10
1165493,456,454,3,10
1165503,455,454,3,10
1165514,454,454,3,10
1165524,461,454,3,10
1165534,455,454,3,10
1165544,455,454,3,10
1165554,455,454,3,10
1165564,453,454,3,10
1165575,455,454,3,10
1165585,453,454,3,10
1165595,455,454,3,10
1165605,456,454,3,10
1165615,455,454,2,10
1165626,452,454,2,10
1165636,456,454,2,10
1165646,455,454,2,10
1165656,455,454,2,10
1165666,455,454,2,10
1165677,456,454,3,10
1165687,456,454,3,10
1165697,457,454,3,10
1165707,455,454,3,10
1165717,455,454,3,10
1165727,457,454,3,10
1165738,454,454,3,10
1165748,456,454,3,10
1165758,455,454,3,10
1165768,453,454,2,10
1165778,454,454,2,10
1165789,452,454,2,10
1165799,450,454,2,10
1165809,457,454,2,10
1165819,455,454,2,10
1165829,455,454,2,10
1165840,455,454,2,10
1165850,454,454,2,10
1165860,453,454,2,10
1165870,458,454,2,10
1165880,454,454,2,10
1165890,455,454,2,10
1165901,455,454,2,10
1165911,456,454,2,10
1165921,455,454,2,10
1165931,454,454,2,10
1165941,452,454,2,10
1165952,455,454,2,10
1165962,453,454,2,10
1165972,456,454,2,10
1165982,457,454,2,10
1165992,455,454,2,10
1166003,456,454,2,10
1166013,454,454,2,10
1166023,456,454,2,10
1166033,453,454,2,10
1166043,452,454,2,10
1166053,455,454,2,10
1166064,454,454,2,10
1166074,455,454,2,10
1166084,457,454,2,10
1166094,454,454,2,10
1166104,453,454,2,10
1166115,454,454,2,10
1166125,452,454,2,10
1166135,455,454,2,10
1166145,457,454,2,10
1166155,455,454,2,10
1166166,453,454,2,10
1166176,458,454,3,10
1166186,454,454,3,10
1166196,453,454,3,10
1166206,454,454,3,10
1166216,454,454,2,10
1166227,453,454,2,10
1166237,455,454,2,10
1166247,456,454,3,10
1166257,456,454,2,10
1166267,452,454,2,10
1166278,455,454,2,10
1166288,455,454,2,10
1166298,452,454,2,10
1166308,457,454,3,10
1166318,454,454,2,10
1166329,454,454,2,10
1166339,458,454,3,10
